feed_temperature_K,feed_pressure_Pa,benzene_feed_fraction,number_of_stages,feed_stage,reflux_ratio,bottoms_flow_mol_s,error
360.5371034134267,103473.52677713028,0.3313682634000983,28,8,3.3549240246762144,35.21780522597059,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0073303826989710615 [Tolerance = 0.0001]
361.862886272537,109773.92117703,0.566006098963745,30,9,2.5034786458840337,28.9385762572513,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00013611840526840674 [Tolerance = 0.0001]
374.55818345708497,195415.418544359,0.4333406526026776,33,10,3.7148456108490393,38.850227751055044,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00010879099829602101 [Tolerance = 0.0001]
363.851562091328,165383.16798533036,0.5810010521688158,32,10,3.0610867750300104,30.998661300682805,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00012527669066185647 [Tolerance = 0.0001]
365.1025317645389,159446.37987702852,0.5072730480985295,29,9,2.9253077733855903,29.84402824334169,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00015204835053686123 [Tolerance = 0.0001]
370.2018332807829,176813.49132052338,0.34536369198222777,31,11,3.2626689433477725,28.16522998680589,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.02105673955279094 [Tolerance = 0.0001]
371.137274537143,128139.73002896104,0.6476706004092103,35,12,3.988327716382397,30.230292588653068,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00011449290201914277 [Tolerance = 0.0001]
345.62420621917835,187053.81681717315,0.5643006846097405,33,18,2.5632893957556075,43.511927699066476,COLUMN: Solver reached the maximum number of iterations without converging.
377.02830295488883,113809.35930699285,0.40559720354046447,35,10,2.0308041543129045,25.60137371444442,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0012893703962449535 [Tolerance = 0.0001]
373.8937468058066,118884.5617956939,0.2892535117450856,30,10,3.624523499519953,41.44374163689541,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.004425819924049149 [Tolerance = 0.0001]
374.62987118293483,112294.76631550846,0.30434814546018946,28,9,2.0571410705225075,27.926006115461373,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0055999092902630256 [Tolerance = 0.0001]
354.76712812688356,104443.38541160036,0.49173690236731926,35,12,1.7091492972590852,52.658207951040026,COLUMN: Solver reached the maximum number of iterations without converging.
346.78783002759286,103409.41776456582,0.6350171633204328,33,12,3.043789623117866,30.3607560551069,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.00014836344700567078 [Tolerance = 0.0001]
377.60195237526847,150346.7813512652,0.4237074839748176,34,11,4.260040209532773,29.46122920037425,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.025253279677941633 [Tolerance = 0.0001]
372.5334450575996,129777.72206067189,0.3052051609189122,31,12,2.540016051208678,28.84371844004685,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.007165749721627753 [Tolerance = 0.0001]
367.5280516291391,198496.52535922523,0.7079071485894286,32,15,2.9376120059747732,29.323928375933583,COLUMN: Solver reached the maximum number of iterations without converging.
361.5093802888582,184097.25146945796,0.38388488053301983,31,9,3.6169508176687795,64.66319721365419,COLUMN: Solver reached the maximum number of iterations without converging.
371.23707988708566,121887.4753653341,0.27322031416495124,34,10,3.1554367554709235,26.06362210312363,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.04661618544621102 [Tolerance = 0.0001]
378.717495048055,185726.31216938212,0.2765436278573975,28,11,2.852007844088372,28.128933887133417,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.009486110940149192 [Tolerance = 0.0001]
380.535621936114,162589.79472678318,0.26055282435453636,33,12,2.760682296167672,42.55275940128889,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0015870117187179518 [Tolerance = 0.0001]
360.9914993966159,173975.98755988703,0.3006615007400821,30,9,2.598742802795554,31.32193700910057,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.010356510458797779 [Tolerance = 0.0001]
384.9789169438273,137121.376081146,0.6071237581793874,32,11,3.971501689736998,28.227488702881793,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.00010490157437348529 [Tolerance = 0.0001]
373.7877612351134,197533.11351187562,0.4065964028231903,35,12,4.4810979171202545,36.83063348683687,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.008913981688193712 [Tolerance = 0.0001]
371.94516208591835,191793.40799555014,0.3324021726590725,33,11,2.6273865743651523,32.0521321622221,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.009070901455474505 [Tolerance = 0.0001]
384.491937268239,102155.76516469405,0.2687199185197736,27,9,4.444845969073584,30.916499516321057,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.01576802456133615 [Tolerance = 0.0001]
350.2350044939802,199714.7708460149,0.28201856112703894,30,10,1.7753222925107732,30.803511717279935,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0033509587808645044 [Tolerance = 0.0001]
351.57086979029765,115946.6894767902,0.47000308517970685,31,13,4.089214471165247,28.37942970372888,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00012686497536096167 [Tolerance = 0.0001]
345.08441963290926,127562.880773941,0.6712087343384354,33,18,2.1705668172129253,29.11315175181636,COLUMN: Solver reached the maximum number of iterations without converging.
374.7769865810036,144851.49558379967,0.689768697694866,31,21,2.5277636343525023,29.259309123833138,COLUMN: Solver reached the maximum number of iterations without converging.
377.1512275628484,194634.2514787453,0.26308250624022333,29,12,4.185677722641494,27.099200310624383,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.028529317791729198 [Tolerance = 0.0001]
365.8119978114667,153331.6041129339,0.6368583188645729,32,12,4.219811434757153,25.47309127895923,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00021744482783082422 [Tolerance = 0.0001]
353.40353729847664,112162.54095714522,0.2561568969441797,29,11,3.9104415410363673,41.4940140273226,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.006520405162372013 [Tolerance = 0.0001]
350.01683465235885,112776.43207702403,0.2975234075504919,32,13,4.418086727900599,32.38454877854909,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.02568032373544766 [Tolerance = 0.0001]
352.3229953739662,171092.151952448,0.32861286067110684,34,11,1.9057563371841781,36.485380138314476,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0014715036811125276 [Tolerance = 0.0001]
348.5551225806331,181059.20753048622,0.655736991074327,22,9,2.5148122586929187,34.1005924153292,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0001050944300171667 [Tolerance = 0.0001]
359.23298569075456,170143.5537320872,0.5021209678492113,33,12,3.9511100070787855,32.26527579687239,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00017737117685686686 [Tolerance = 0.0001]
377.99771479407997,135474.3129201457,0.31137680917407523,33,13,3.4067212546512655,30.223257688785033,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.017935651739818932 [Tolerance = 0.0001]
357.2537718004152,171050.67008517485,0.6258963319888603,33,12,3.1290208134564352,27.821248931396482,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00012123283095623749 [Tolerance = 0.0001]
365.31076487710584,160804.47078302945,0.2988251708555403,29,12,2.916634446925322,28.77248039022195,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.010619354793998287 [Tolerance = 0.0001]
376.6953125221734,198707.25635548812,0.2512980398921972,30,14,3.018286296188245,31.529928273859817,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.008944933282560822 [Tolerance = 0.0001]
378.8395741348581,153138.0034574682,0.5616966128916117,35,22,2.7250544839288153,40.362299084220524,COLUMN: Solver reached the maximum number of iterations without converging.
356.6184884654522,129505.01356412655,0.2590997102538397,33,11,3.905355180651938,49.881521446963404,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.003380963752688537 [Tolerance = 0.0001]
378.2765848842709,134540.01920953704,0.4853957198314651,35,14,3.896299284501629,26.01769895978661,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00029720387609372486 [Tolerance = 0.0001]
364.0959714761071,121185.40271447225,0.7104039245601056,30,20,2.4415535905369286,26.32657174018687,COLUMN: Solver reached the maximum number of iterations without converging.
376.9134343002704,143427.38578186205,0.7038539502141086,34,23,3.136845825746415,29.52189490004475,COLUMN: Solver reached the maximum number of iterations without converging.
377.5871327587602,166260.3889705224,0.5823007256366419,35,14,3.402121333888424,42.018572610834696,COLUMN: Solver reached the maximum number of iterations without converging.
376.6002940055254,132927.7079258492,0.34607204585956064,34,17,3.7953394936809124,25.81276457119702,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.017362164637253086 [Tolerance = 0.0001]
347.0917536851908,173809.05453407808,0.25409741491009724,34,18,2.9616011847718826,29.136932932878484,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.010482811575599058 [Tolerance = 0.0001]
379.51468824509647,166659.98493967834,0.4782477235317905,31,10,1.9769787875468143,27.435930898318645,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00010739893017938606 [Tolerance = 0.0001]
372.20488371457566,158844.81265977296,0.7342705336405203,33,21,4.316544728199185,73.51169958692606,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = 0.000241237827275316 [Tolerance = 0.0001]
367.298291677711,151208.69902097175,0.42502989673278535,31,11,3.2417343270509935,28.728536845975857,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00011866632848375137 [Tolerance = 0.0001]
360.9013111909478,128115.79502245854,0.281454337229424,32,13,1.7574469184941273,30.535583508674417,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0036507022768558347 [Tolerance = 0.0001]
378.89776984697676,142389.16607646988,0.29140292348138724,35,14,1.72857096185975,29.329305345230548,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00548860057352747 [Tolerance = 0.0001]
375.03342877455964,127510.7411939695,0.7196270769149202,33,19,3.835318171272292,25.746720614780834,COLUMN: Solver reached the maximum number of iterations without converging.
361.08984457317865,104655.8073521041,0.45455259653129676,29,11,3.643634933778363,29.149378436384445,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00011597429392575582 [Tolerance = 0.0001]
365.9616081069179,127194.58344931256,0.7332797036398478,20,10,4.495672100629197,26.59238831110649,COLUMN: Solver reached the maximum number of iterations without converging.
346.11880834179277,156708.07829274866,0.4741473971904965,35,17,3.907061577957876,32.60980180433011,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00010438268321814287 [Tolerance = 0.0001]
369.57978905940917,105699.91659577421,0.27906635806579694,32,14,2.912098507825831,33.38581376223798,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.006940443008869344 [Tolerance = 0.0001]
376.57367391915477,102023.66949142698,0.7129049987989916,33,22,3.315984921938163,27.670760258182167,COLUMN: Solver reached the maximum number of iterations without converging.
360.70562353392523,127854.97902067655,0.6516558088294959,31,20,3.3786726632912285,31.55411084874609,COLUMN: Solver reached the maximum number of iterations without converging.
346.62378981283433,196410.40137351397,0.6410331671710018,27,13,2.7931344494843273,35.94828204020277,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = 0.00014706947968961057 [Tolerance = 0.0001]
374.779233170724,106939.23414568827,0.2730953497336604,35,11,3.1265830796244938,39.301340369407995,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.008437485942129968 [Tolerance = 0.0001]
374.1853899070746,132426.89175172307,0.3801523932230342,29,18,3.2075206136805625,62.31184422584111,COLUMN: Solver reached the maximum number of iterations without converging.
364.33562832823276,188137.7993647578,0.6258508612497002,34,14,3.429274855474146,29.916919921833827,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.00012890399737289777 [Tolerance = 0.0001]
346.5502914991818,141253.49486372483,0.27768262304854946,27,9,2.8866044077115673,25.191260629328166,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.021602572113369328 [Tolerance = 0.0001]
352.10054323373106,196242.83100088814,0.5052193639117839,28,8,2.5734496430734195,28.597502809740277,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00014899509433428517 [Tolerance = 0.0001]
381.6290368062947,125678.7809568053,0.6540264487172789,32,21,1.7230177496204535,38.214618384985506,COLUMN: PR EOS: Unable to calculate compressility factor at given conditions.
356.4144205964705,131745.78562346363,0.3312762865636922,33,11,2.219089767808116,34.62121624713821,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0028621507837317014 [Tolerance = 0.0001]
376.15465259674454,148824.08423404317,0.31147722902265584,32,10,1.827592838774811,26.442231167234212,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.01111894662057868 [Tolerance = 0.0001]
380.34595815144917,153367.57220762683,0.572698216007417,31,12,4.046875133664205,29.386367956006737,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00011419838304389723 [Tolerance = 0.0001]
349.6094618410637,168322.65946210927,0.526559603158647,32,11,3.4663170254270117,47.58189821664085,COLUMN: Solver reached the maximum number of iterations without converging.
384.7659291399855,198855.79717739523,0.28120246996147863,29,9,2.5409714165304225,38.07536301783377,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.002619283849045714 [Tolerance = 0.0001]
382.7128385857419,170333.94925793848,0.4807216486480357,31,14,2.0287747443673547,51.94415061680469,COLUMN: Solver reached the maximum number of iterations without converging.
359.4254624309115,196849.5051969976,0.32159395093048104,33,13,4.289396011290689,44.21633403606339,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.005774330965494057 [Tolerance = 0.0001]
356.98778173770523,158819.0631027181,0.40126643690621205,31,9,3.9257752498556338,30.594644741404156,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.012053607060927422 [Tolerance = 0.0001]
348.19780248796775,148226.85540488356,0.5654648122426431,30,11,3.240092421209793,27.03382760044756,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.0001228293284017077 [Tolerance = 0.0001]
384.20688056773974,124923.26913556352,0.27086260580146576,31,11,2.7229824041472224,33.600432438136195,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0016879940460243024 [Tolerance = 0.0001]
371.7479986817864,120531.10313040986,0.35761483140977485,25,8,3.574961662476788,64.16424201413892,COLUMN: Solver reached the maximum number of iterations without converging.
384.7803659534452,131476.69453673932,0.6567711330540587,32,12,4.319526930091412,25.590817573738747,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.00018293298873117432 [Tolerance = 0.0001]
382.01179731888953,176403.2995516919,0.35197188123463574,34,13,4.4952676134039065,66.83646806719663,COLUMN: Solver reached the maximum number of iterations without converging.
375.1566572510633,183518.74175652623,0.27919309035667356,33,14,4.479822911746856,31.255920554107835,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.037144241335125346 [Tolerance = 0.0001]
345.2856671865049,189897.71423565038,0.3256473615108642,35,14,3.74786551010763,34.45548873334389,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.016765870267312435 [Tolerance = 0.0001]
364.73024729997434,196038.81525481842,0.637105974665627,31,20,2.7171646981067514,28.280113830837728,COLUMN: Solver reached the maximum number of iterations without converging.
371.7592403501618,131404.21378174485,0.2812916025938566,31,9,2.603286680587432,32.39254320797431,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.011569405393252392 [Tolerance = 0.0001]
355.3638434903017,110637.72991536844,0.38896550472250224,31,9,2.6160432107646647,30.503562299816146,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0063799246736225 [Tolerance = 0.0001]
357.01565891845684,172362.62131231633,0.3370326848648951,34,13,2.784419793164223,30.996377428500335,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.013141714630895208 [Tolerance = 0.0001]
347.92731118671634,157354.86925442884,0.32365583580686746,35,15,3.2890400404355553,31.58205860415438,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.017924645965796116 [Tolerance = 0.0001]
348.1974658688319,159984.42683072507,0.3102808604513658,29,9,2.760557048072982,35.63331141209108,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.005110688062420188 [Tolerance = 0.0001]
377.3994462757989,192590.03080659453,0.37846617464651355,34,12,4.3748265581820345,39.22389348915415,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.007380783132296861 [Tolerance = 0.0001]
357.32320014005313,164021.1679652092,0.7049007873089728,28,19,3.0235277376166843,25.404813032559776,COLUMN: Solver reached the maximum number of iterations without converging.
362.69212609504297,184106.65439332934,0.37826313937961553,35,13,4.477301514745248,66.25532394133148,COLUMN: Solver reached the maximum number of iterations without converging.
350.0378798575465,189943.88427404332,0.3067192679560845,29,9,2.482703996667701,26.469419782688917,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.015596963572663762 [Tolerance = 0.0001]
374.6371287596269,180950.67946097848,0.5113666706374929,32,11,3.4817795328259655,28.783903533479783,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.000180879069683163 [Tolerance = 0.0001]
366.1991495474502,175659.28879878612,0.5560405018997886,30,9,2.648761680953908,25.57210433476037,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00019910669285243265 [Tolerance = 0.0001]
371.8653195789852,181749.03691643925,0.41565454371224264,32,21,1.5824187528288802,59.71086732351773,COLUMN: Solver reached the maximum number of iterations without converging.
349.65998481562065,107735.2565607169,0.2735218027715413,33,18,4.349887331492883,26.57427464657263,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.018029042692935916 [Tolerance = 0.0001]
384.12080730435423,102595.5758986748,0.7145686737747582,20,6,4.119240470184136,28.185329789973935,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00020189959881896302 [Tolerance = 0.0001]
357.46791383444213,183665.34089844767,0.4654910481339818,31,11,3.518459276652083,33.72664793079255,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00016105982841103643 [Tolerance = 0.0001]
360.77208210845953,146117.57452670965,0.7229532483870126,30,13,4.179850446671849,40.131144110937726,COLUMN: Solver reached the maximum number of iterations without converging.
365.831706003523,109056.40357235263,0.2583749821957698,33,10,1.785414355966447,27.730827527315455,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.013765215424182124 [Tolerance = 0.0001]
363.6892156241763,152750.19439482252,0.2690809577316118,35,10,1.9332282398812453,31.40886661070465,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.008727280882375852 [Tolerance = 0.0001]
347.5163866467869,132227.0194855054,0.5919772767877183,34,11,1.6391707854555009,27.301044575849787,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.00013468345969145032 [Tolerance = 0.0001]
356.08815879762597,124438.5073102708,0.6700350806445328,29,19,1.8514423367395514,28.695006889926777,COLUMN: Solver reached the maximum number of iterations without converging.
382.5984908815841,108247.48857436504,0.7443684591280924,22,9,2.4847611752482823,25.390043758840665,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00019475888379329428 [Tolerance = 0.0001]
358.00834036490585,120599.93124862113,0.3556930017550002,25,12,3.7280460331068306,64.57532471364831,COLUMN: Solver reached the maximum number of iterations without converging.
347.1493963615338,126229.10244918407,0.3939305917641811,28,10,3.5500134270617907,60.634189608092,COLUMN: Solver reached the maximum number of iterations without converging.
380.99013914821495,184846.99899616855,0.48639080544215024,28,9,3.566804012651091,28.318095894646625,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.00013412998084160916 [Tolerance = 0.0001]
367.1903839171102,156989.67917914165,0.27147518241620144,34,11,4.112327056669314,54.50295350553466,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0007901450135230905 [Tolerance = 0.0001]
378.9550797184158,196947.8664386489,0.48117721873803,31,11,4.070768273665939,30.560408210909678,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0001675367322179577 [Tolerance = 0.0001]
347.7294544018006,146684.20627251797,0.6684664686660684,26,13,3.9168113362255017,33.328784489043926,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = 0.00016847249494065885 [Tolerance = 0.0001]
353.54288210662116,178698.69646542275,0.5842634151101087,22,8,2.8968796919648403,41.56837060694285,COLUMN: Solver reached the maximum number of iterations without converging.
382.7904822413136,144978.85378157205,0.6788286106879983,33,22,3.7723602378669616,26.51876337530215,COLUMN: Solver reached the maximum number of iterations without converging.
373.9686322123545,120379.62771222481,0.4402591726668605,34,22,2.2318407399330713,54.87084902397494,COLUMN: Solver reached the maximum number of iterations without converging.
378.4092828785589,122757.66753180491,0.5719377485762918,31,20,2.2480199488323955,42.99089652158503,COLUMN: Solver reached the maximum number of iterations without converging.
367.5551574349457,116593.79902071472,0.7286618677830308,33,19,3.3109399930861576,27.20151681436303,COLUMN: Failed to fulfill mass balance for Toluene: Relative Error = 0.00021256337046783713 [Tolerance = 0.0001]
356.80143073354355,197332.62662205956,0.34940603915672735,35,11,2.4443520195363715,26.12574435771544,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.022124855713486772 [Tolerance = 0.0001]
363.21237907372745,124484.43349909238,0.7227584292058773,25,9,3.1559586121019185,27.5565950650905,COLUMN: Solver reached the maximum number of iterations without converging.
369.93517832462265,130308.45933520758,0.6215748539216104,34,10,3.7075828145689487,33.94020443772018,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0001898398278507124 [Tolerance = 0.0001]
353.5827218086504,129857.51127849991,0.27446963778587596,24,8,3.9706187310946035,28.12482496476016,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.01519367524063914 [Tolerance = 0.0001]
378.18505109086425,179611.19580006,0.25898070074123375,35,14,4.090785541519457,53.72770377728472,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.0011626105068994537 [Tolerance = 0.0001]
345.7044979415837,156976.3981640756,0.5412659430377488,24,14,4.455593411597377,45.72673120298509,COLUMN: Solver reached the maximum number of iterations without converging.
353.2436809735368,156853.3497829825,0.6871094848981837,28,16,4.359747551884734,31.0938890308265,COLUMN: Solver reached the maximum number of iterations without converging.
371.63494623067555,170917.4867938959,0.2680025534880107,34,14,4.342844129343382,42.48061992824634,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.011149827463632469 [Tolerance = 0.0001]
361.28624372201324,114377.59020364976,0.2862420996080438,33,22,2.637127994168827,73.70330612499112,COLUMN: Solver reached the maximum number of iterations without converging.
381.041779407038,172652.2306333352,0.6926218610765182,30,19,3.410714769550208,25.203831383070163,COLUMN: Solver reached the maximum number of iterations without converging.
358.4114624309537,195584.69654504152,0.32124495022655797,32,12,2.5835953375650265,26.982401560798092,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.016122115482734838 [Tolerance = 0.0001]
379.98283703182784,180276.48801594536,0.283381230159896,31,11,3.4748910382436864,38.88778848154989,COLUMN: Failed to fulfill mass balance for Benzene: Relative Error = -0.009708878950730113 [Tolerance = 0.0001]
